Bedrooms,Bathrooms,SquareFootage,Zipcode,Price
7,1.0,5801,33427,930609.6590631304
1,1.0,2194,48392,360349.0702014026
8,3.5,2226,68990,526436.0068085255
2,5.0,4184,60852,930603.2936354979
7,1.0,5916,25229,903198.6846485987
1,3.0,873,88780,196852.42603640072
1,5.0,1189,92138,308541.61355928413
8,5.0,3300,99998,594585.983768311
3,1.0,1182,35302,240739.01900756662
6,4.5,5663,33536,1200000.0
4,1.0,4233,97746,819700.3803889825
2,4.5,2590,15585,488434.92468383926
1,1.0,1858,59130,333932.1397884109
2,3.0,3466,71957,793765.9869509396
6,4.5,4338,67210,953769.9540779965
4,3.5,1171,92731,260852.31265364407
6,5.0,1144,90373,281693.5476748922
4,1.0,4822,15456,818587.5512636746
5,5.0,5428,63861,1103047.80871809
4,1.0,5112,47289,952064.7452726841
8,2.0,1237,19775,361935.7726123682
3,1.0,640,74881,169359.77467793983
6,2.0,5482,24099,992596.296921438
1,1.5,4992,51842,944031.1834971433
8,1.5,2220,67163,554893.7639097082
5,5.0,4272,92351,929682.9612540819
3,4.5,4737,87762,892861.0525150881
2,1.0,4728,84675,959816.1059867467
8,2.5,1899,54867,507479.8943925506
6,1.0,5311,19859,1137846.546902197
7,1.0,5643,65700,981163.7869131783
7,2.5,759,12539,242985.94226743918
1,1.5,2552,88735,411473.6782452564
4,2.0,2331,43158,469000.74919680465
1,5.0,3046,75618,618098.2885017486
7,1.5,3762,60154,646824.0444875611
2,2.5,2332,67824,429568.7179415439
5,1.0,1180,22281,244468.04735045036
5,1.5,819,25120,198819.02511206132
6,3.0,5074,19946,940388.4909218487
5,1.0,2349,86427,532203.5742176241
6,4.0,2070,95176,412041.4820248572
8,2.5,5659,36111,1200000.0
6,3.5,5865,62396,1200000.0
8,4.5,4928,43290,973230.215973205
6,3.5,1994,44462,463613.35942172667
7,1.5,1521,94172,350731.4749138806
7,1.0,3373,14837,734379.1055972666
4,4.5,5062,21801,960125.487168041
8,4.5,5176,33710,804294.4587451902
3,5.0,4034,50916,688076.3868055424
8,3.5,4182,23065,784226.6976138129
6,1.0,1718,72546,447280.59971520095
6,5.0,2465,55474,674131.6665752038
3,2.0,4911,46388,918622.3082593225
1,3.5,1324,86167,333330.37898618093
6,5.0,1311,84667,367870.8061804984
4,2.0,2425,89843,519804.1346875854
5,3.0,4526,13709,704211.045599598
5,3.0,5680,58754,1125149.8252551495
2,4.0,5854,96257,1200000.0
2,2.5,5802,15094,1183898.0294334553
5,2.5,990,19415,256846.6278779447
5,4.0,1670,58846,449694.28723063547
7,5.0,5087,89066,880498.9391149274
4,2.5,3365,17472,638250.1264885563
3,2.5,5080,73730,826114.6562810361
2,3.5,3028,46131,571966.4041410137
7,3.5,5978,94943,1200000.0
7,4.0,5629,93737,1078611.882560834
3,1.0,5094,37948,1066943.2306266015
7,2.0,2747,56908,475523.24412868684
8,5.0,4172,59835,861493.4349655071
4,3.5,5078,33115,1103928.479045501
5,3.5,3354,37961,586408.4090584454
6,3.0,3863,57083,682238.735774977
3,2.0,4425,69417,1045873.359015143
5,3.0,4016,62062,676421.6788479027
5,1.0,2657,57182,518003.48139764153
1,2.0,2911,12017,477406.8898462841
8,2.5,3479,14223,728173.2061802567
3,3.0,4242,71852,712977.7405971024
7,5.0,3209,60509,747118.8856727768
6,2.5,2030,33075,571335.5964115119
3,2.0,2513,16531,533320.043530198
7,1.0,1357,14666,336659.3081965148
5,3.5,2734,99317,608507.071997751
6,4.0,5686,54023,1036103.1112526493
7,4.5,2512,45236,553060.1910741526
4,1.0,2339,50059,414733.81927625247
7,2.5,3817,50023,880876.8043336165
1,3.0,5356,14236,814068.2099862773
8,1.5,1734,77475,376969.8359572365
5,1.0,4312,46624,801048.1133172502
7,4.5,1364,42818,399756.0309287891
8,3.5,3325,91462,802587.1339817849
2,3.0,3968,40100,659717.4352276755
2,5.0,4097,76896,1000363.0753291486
8,1.5,2272,54696,606908.2922818699
8,4.5,4005,87530,861198.9722769391
1,5.0,1182,34941,246909.41942809982
4,1.0,5366,69347,870593.2900888064
5,4.0,5233,86629,1198543.2360306114
3,4.5,2421,43025,421985.3319176689
1,2.0,1785,21651,278448.46328027424
4,2.5,5125,93254,1044107.6636363276
8,2.0,2237,59823,448147.3430070749
3,4.0,2780,58122,574590.4048772972
8,5.0,788,23589,287434.32069575123
8,2.0,2346,49768,621059.439299458
2,3.5,4426,74986,736531.1331385288
2,4.5,3220,95558,648504.5645100947
3,3.5,4545,10234,768583.6817367038
1,1.5,2926,82370,591858.3732811364
2,4.0,1784,25055,450668.7142911531
5,1.5,3393,78743,587084.5835171675
8,1.5,3546,12400,813788.8363015797
6,1.5,3100,85145,596930.2511306893
7,1.0,5546,97009,1077453.5308200456
3,1.0,769,99471,185445.3785846615
3,4.0,5525,64157,838036.8155950034
2,3.0,3345,99410,577908.8782448166
1,2.0,1680,70598,339708.3352265705
8,1.0,1863,35015,487872.9652413809
5,3.5,5464,89720,994751.8585643511
1,1.0,5053,76186,872694.0493621185
4,5.0,2848,74430,764859.5240302057
4,1.5,4508,59185,868055.3126434201
6,1.0,1925,72306,441839.087217871
2,4.0,3777,29416,915628.8635471804
2,3.5,4473,88655,831717.761360404
2,3.5,2748,83180,635957.7242522939
6,3.0,5816,60262,1027652.0521608192
4,2.5,2288,84189,524164.4217335461
1,2.5,3585,89952,647492.0869726556
6,2.0,2676,63662,558241.264481851
6,4.5,2129,77410,529345.3940044979
1,4.0,2061,62191,394078.0933441538
2,5.0,2002,85965,499044.4145816391
5,1.0,672,22213,137403.68563245705
1,4.0,4949,58987,842199.2550039337
4,2.5,4634,93176,838809.0671946482
3,4.0,5211,69783,999361.6187520399
8,1.0,3396,71353,825759.339714137
3,3.0,5739,25802,1200000.0
7,2.0,5116,91658,1159957.427284747
7,3.0,3093,70646,684463.4479256346
6,2.5,5574,97189,1200000.0
8,1.5,4831,53671,852741.7751824061
3,2.5,4176,99637,682533.9074508457
5,2.0,632,76945,169050.7010101652
2,1.0,3294,53388,479139.1839449771
4,4.5,4973,44600,937970.5652574865
7,3.0,5445,93944,1058107.3782127036
5,2.5,4198,70690,835962.2186988352
4,3.0,2992,15736,477011.56834598223
4,2.5,4712,80529,1055499.3927964813
2,2.0,3471,53871,565932.8733767547
8,3.0,3277,57165,556727.2658458137
6,2.5,2001,66786,359625.9641616017
3,1.0,1417,41247,280379.07260231813
2,2.0,2260,38821,468618.46783975925
5,4.5,5162,13213,1022965.1076358136
6,4.0,5323,39495,1179782.701759607
5,1.5,3038,81744,595733.5360184045
6,1.0,3583,19644,559768.1726549462
8,2.0,1810,16453,452893.02892756875
7,3.0,1199,86629,258820.97711546568
5,1.0,2446,21263,547311.4296464287
2,2.0,2455,66480,430748.31263534684
6,2.0,2487,75841,569911.0704668594
6,3.0,1279,42021,298686.76060175896
4,2.0,3852,27958,777388.347996242
4,5.0,2435,76408,483928.87024126534
1,1.0,4630,51128,828723.6282139415
5,2.5,2777,97498,582108.1500066172
4,2.5,748,52563,204887.4630568243
1,1.0,2095,27414,440618.40945725614
7,1.5,5513,85462,1112074.9545021274
7,1.0,2344,65883,563515.4541113578
4,3.5,2246,47210,506711.4194455421
5,2.0,3595,25290,652139.4995944534
6,4.0,2272,13667,648991.8514720615
3,3.0,2539,27660,580894.0926798823
8,5.0,1257,82089,397734.75673734007
5,4.0,4267,92462,993754.2128920208
8,2.5,1653,67698,394344.5372357896
2,3.0,4671,14808,963146.3247266408
7,3.0,1176,50499,326098.3137752584
4,3.0,3695,38015,836617.7080911242
4,5.0,3631,43351,645439.3461442018
8,2.0,5418,59662,1078814.3878637445
6,3.5,5379,84674,881673.6355147524
8,4.5,5437,46241,1072989.5971572923
2,5.0,3572,11198,680456.7022580197
6,4.0,4548,22113,1049526.6116733772
2,2.0,2645,48639,399701.80408817675
3,1.0,4536,74036,993821.8519670821
7,2.5,3548,95223,795514.0443879482
4,3.5,2227,77983,365232.27587302093
4,2.0,2088,84944,378187.0812951311
3,1.0,4745,27674,807524.7251733482
1,3.5,4798,22413,1046904.1844936588
7,1.0,5063,64986,1007116.4712487137
6,5.0,1535,57937,316892.3879455648
3,1.0,4163,83085,879791.5962776089
6,3.5,4229,33071,851056.7961829279
8,1.0,2314,84229,578643.73441179
5,4.0,2402,53831,402791.09000643354
4,2.0,2020,92306,359748.50144758803
6,3.5,4191,51371,750524.750602823
2,4.0,4120,77542,829783.0289990305
6,1.0,3911,15213,896995.9410325536
5,1.0,2905,73815,526899.1168892863
7,3.0,2595,61299,516531.6133608381
4,3.5,2567,46636,510675.36109151674
8,5.0,4314,73948,857093.9396381538
3,1.0,4635,85066,913206.1536324879
8,2.5,5085,57128,988952.7699940882
5,4.5,5468,82173,1044087.0102039278
4,5.0,4058,59504,753910.66084783
6,2.0,993,80500,234697.63709904137
7,1.5,5378,62340,1121704.552142828
1,2.5,4330,44070,861838.0359779404
7,1.5,4965,83285,1090230.7172725066
1,1.0,4844,76382,924001.1549711032
2,2.0,5506,88926,1115312.4978843622
7,4.0,627,89271,239824.2028602252
4,1.0,4091,99441,681687.7337287252
1,1.5,5901,24876,1102756.4715307285
3,1.0,4861,89503,705267.7337126659
4,4.5,1773,61676,532310.4981459733
3,3.0,938,28262,221836.18269353392
7,4.5,1668,95550,385559.86265444837
3,2.0,1441,34054,281909.1024300867
1,4.0,4884,33051,885845.7497706224
4,4.5,5346,38385,1188623.2786896427
6,3.5,893,45587,231694.7199444836
5,4.0,2457,65131,539307.0762601377
1,1.5,1922,37653,342061.3228440583
1,4.5,2247,54790,415220.1636669445
6,3.0,5498,52018,1110889.2328775362
4,4.0,4220,70992,846308.4825076401
4,1.0,5126,64840,830923.7155600635
8,3.0,3694,95184,754394.7812245963
7,1.0,4091,97943,789743.8067899158
3,4.5,4095,54561,786711.8112932808
7,2.5,5182,92594,888070.0137869724
6,2.5,4401,20070,889736.6801644459
7,1.5,688,49025,228327.6422553309
6,3.0,4966,43779,1126269.3129033793
4,1.0,2556,26616,445895.25004743156
3,5.0,1499,10797,376299.28245000617
7,3.0,4077,49889,952957.90989099
1,3.5,2344,74390,392658.459312009
2,1.5,4973,23594,870902.7549586359
8,1.0,2853,57754,659265.7448411854
5,2.5,4261,63639,773386.6964210913
1,4.0,3560,83226,684965.0629791286
4,3.5,2233,22669,460174.8054791141
5,1.0,1461,94509,377528.9510129622
2,1.0,5301,31085,1151077.845673752
2,4.5,5757,38787,1142290.213690407
3,2.5,1613,34051,337531.71268737916
5,3.0,3899,65566,793289.7681491391
3,4.0,2106,60615,498302.52469153435
1,4.5,3805,87090,686878.8508997082
6,4.0,5403,62262,1162114.3931064452
6,1.5,1577,47639,384130.4743475112
6,2.5,4061,88890,761779.5063206935
5,1.0,2417,15289,491871.9386128701
6,5.0,4284,34744,863002.2285466811
1,2.0,4658,27945,768922.6375391736
3,2.0,3234,99779,532849.8896587784
5,5.0,5501,66964,1159179.8224964924
3,2.0,5415,34227,900549.5312146455
5,4.5,4266,92494,691716.8536459482
3,1.5,1548,19934,354946.8157352845
2,2.0,1073,55530,284735.20835430024
3,1.5,1167,63168,246933.18681925986
6,1.0,4032,86086,587314.9589885704
2,1.5,4623,75095,846324.8342693402
3,4.5,2858,79560,609906.2453090642
5,5.0,5777,41772,1200000.0
5,1.5,3744,18722,640384.3125195719
8,4.0,4910,60142,1130091.141386844
5,3.0,5595,77656,1104435.2054450822
4,2.0,2582,96884,584697.0776892083
1,5.0,1696,15877,356861.13425419125
5,3.5,5990,28904,1200000.0
2,1.0,4170,96328,640542.4702434783
8,3.0,5953,92871,1052721.830758573
5,4.0,3990,90195,873861.9500191626
4,2.5,3272,39684,572300.0518259894
6,4.5,4246,76500,991234.7210752643
2,3.0,3019,44902,615674.2059389411
4,5.0,4879,63606,946477.1156178664
6,5.0,3948,45571,708684.5904510457
7,5.0,1273,79447,309737.16087353026
7,1.0,3402,86752,570431.7781913046
2,1.5,2969,76944,687965.4838895554
3,2.0,5130,97157,992932.0387066181
1,2.5,1666,96513,365426.1998475371
8,5.0,1287,88731,368956.37104511296
1,3.5,5583,53938,1145315.7221595712
4,1.0,668,67203,178974.50561263209
6,5.0,2703,67805,760617.819932146
1,3.5,1019,82649,241200.18348948058
6,2.5,4598,50910,741565.6210162746
6,2.5,3197,32761,627682.5716848363
4,2.0,4938,34992,1120655.7707572319
4,4.0,2724,89314,494763.0529218841
4,2.0,4492,97521,895691.5113855879
1,1.5,1039,65448,202641.81744683586
7,4.5,1886,79903,423602.28633061156
4,2.5,1808,55447,404746.4349431557
8,4.5,1678,20786,525210.7893798668
1,1.0,3163,52706,669236.3208483647
4,3.0,4223,86587,806915.5742502591
5,5.0,1853,25611,465969.78450310905
6,1.0,3957,14490,657050.7403235864
8,2.5,3809,60004,970513.7649301105
4,3.5,4149,70634,900497.5224114887
2,4.5,1214,16377,337941.8219000397
6,2.0,3678,19903,768217.856547414
6,3.0,3323,24567,646297.5469207936
4,4.0,4090,98421,732567.4082186457
7,1.0,4143,58556,802773.7238457625
3,4.0,5115,36606,926811.1891797724
7,4.5,2500,92976,539548.8955004725
4,4.5,4971,12260,988367.5895564046
6,5.0,2312,40267,479905.56989951193
8,3.5,2929,68369,538948.6105845384
2,3.5,4219,60060,971690.0619777394
8,1.5,1794,26833,412016.10166599613
8,2.0,5506,13498,926623.198995364
6,2.5,1978,75310,499772.90959738474
7,2.5,1912,56729,452583.78484055074
2,4.5,3515,20518,787495.2935347622
1,1.0,1349,88037,242902.48988946286
5,2.5,5892,32254,1026846.2453697226
6,2.5,900,91438,226991.75628055693
4,1.0,5295,35545,739517.0609245629
1,2.0,4582,13345,806052.0259202778
5,3.0,5224,90906,984832.5793567953
4,3.5,4437,66366,711967.1242276637
8,5.0,877,56721,310516.23898729216
3,5.0,5358,69829,1200000.0
4,5.0,3158,19642,740189.3214503193
2,1.0,4517,93375,740418.6756416697
2,5.0,2761,99217,524017.56936519174
3,4.5,5275,74533,1079248.9939995238
1,1.5,1989,82571,429062.29602116806
5,1.0,1290,63382,248741.41381842253
4,1.0,5332,43299,1199890.1014677421
2,3.5,4068,45035,748575.0973153181
1,5.0,2448,33583,409275.7104998211
3,4.0,5518,32105,978069.6774037706
7,3.0,5570,91666,1013704.0259230806
6,1.5,4416,23736,882193.7559643065
7,1.0,1539,52281,300300.16320821195
7,1.5,5637,89351,1164525.8322799676
2,1.0,3782,99932,622643.1520205449
8,2.0,3909,34312,762683.4543134238
8,3.5,2650,87780,565714.906558966
3,4.5,2346,52668,445922.24388984026
4,2.0,3051,65652,549828.8150253046
8,5.0,624,21718,258240.73145772165
7,3.0,3156,92320,545950.5573404781
8,4.0,660,53997,247926.6537974351
7,4.5,722,41428,255846.63988384433
5,2.0,2702,68822,602842.2791545037
2,1.5,1786,36490,328742.53382842906
2,1.5,5758,60209,1138829.0699810972
4,3.0,5802,57351,1193886.749612453
8,1.0,2330,51001,393108.5761149154
8,1.5,5241,55856,1112501.466038241
6,5.0,4689,26410,974099.1856136976
1,4.0,3072,62685,525423.0273971753
5,3.5,3565,45386,815840.8879707278
2,5.0,2877,84898,525337.0980434854
5,4.0,4687,99547,886030.2199394932
2,3.0,3564,82578,675180.4552479883
5,5.0,1910,35286,524727.0436772744
3,3.5,754,21391,206711.98030853266
7,3.5,2812,36999,593164.341636969
2,2.5,3853,12018,790961.7003095722
5,1.0,1862,22952,434920.4393849609
8,3.0,1962,91776,432763.6830497275
1,5.0,1537,96798,372155.1936772907
3,4.5,1111,29282,247796.7391387498
3,4.5,5627,97995,1055775.6612295303
1,3.0,786,64354,231545.8709063897
5,5.0,2445,27942,662260.0395332532
8,2.0,2302,70938,574663.1818850567
4,2.0,990,11722,246171.1446495856
1,1.0,5979,46820,1069703.8177146893
5,5.0,1254,77187,363470.7350852624
1,3.5,4871,97142,912933.470872978
1,1.5,3421,44546,765528.5654052685
2,4.5,1363,75030,316375.1010227951
5,5.0,4000,76219,925974.083516375
4,5.0,5626,28394,1064654.9184433057
7,1.5,5919,68559,1200000.0
2,1.5,5406,56705,1058538.5479375026
1,4.0,3867,94502,746659.9031381548
7,2.5,1685,36469,409786.90642313944
6,1.0,2529,84041,559721.4313020102
7,4.5,4976,71338,956187.9503872321
1,1.5,2563,15492,501808.9728036652
1,2.0,2385,26827,495209.8616737327
8,3.0,2874,37492,689856.3086542
5,2.0,3286,78802,559478.5078161466
5,4.0,5777,81445,1087431.0373577953
2,4.0,3568,22869,592319.9478225859
4,1.5,5172,49782,777771.9669262774
2,4.0,1315,31863,223703.73750820133
3,3.5,842,71987,215388.76977040895
1,5.0,5631,54055,794674.6612619464
7,5.0,4515,83355,859446.6910669545
6,1.5,2123,39136,414152.27404773416
1,4.0,1437,24837,351261.822197973
1,3.0,3923,85592,865025.9207893481
2,3.5,3553,10715,794929.7097059786
6,1.0,1945,27275,418349.1659815715
6,4.0,3023,30191,530663.597936767
6,3.5,2628,92420,547169.8432724215
2,2.5,2032,70126,420644.49069943454
1,1.0,839,61792,196915.10503139909
2,5.0,738,18894,216521.54960631835
5,2.5,3793,94253,576038.4878832737
5,1.5,1019,94114,282964.76744720945
2,4.5,903,33321,229666.36862914203
6,1.5,2762,34959,593740.0851233298
8,3.0,5970,20515,1200000.0
1,3.5,2626,84613,555278.0796901541
2,4.5,4702,75196,813165.8283503021
2,1.0,2826,31443,603354.9496848029
2,1.0,1768,63550,311629.07275858533
8,2.5,1015,85979,246706.24190232586
8,3.0,3313,47208,801579.5427185498
3,5.0,5840,11783,1200000.0
5,4.0,5843,88649,1099445.830569137
7,4.0,749,80921,242554.22795699158
6,4.5,3044,16982,651455.6662955226
4,3.0,1438,88943,337092.92114815523
8,3.0,2296,25316,424345.6971960954
7,1.0,4939,77966,1009703.548597912
8,5.0,2510,12936,612378.7385011312
6,3.5,2021,87400,516316.5182736572
4,5.0,5970,84843,1200000.0
3,2.0,5574,16709,1081398.1305822807
2,3.0,3601,30707,777725.6476955202
3,1.5,1920,49384,342990.2488889573
8,3.0,5672,45187,1200000.0
3,4.5,4635,76935,1077179.8771202574
7,1.5,2123,52536,389632.8085022291
1,4.5,5834,34188,1153262.2641769857
8,2.5,4478,24245,1010902.8280751396
8,1.0,1152,98907,306600.23319606914
7,3.0,4356,42286,1110701.3587182802
5,1.0,4271,97229,817681.5594001254
4,4.0,1081,44303,291160.39428061876
2,4.5,1199,96673,322229.5190656356
7,2.0,1764,51049,387314.7236421205
4,2.0,5278,90901,1169426.8919858004
6,4.0,4832,66200,904733.3991760953
4,2.5,1603,88986,337327.4363454469
6,2.0,2582,79726,497739.35748735943
7,4.5,2234,52861,471335.33208692924
8,2.0,3597,53639,770432.4448387667
8,4.0,1286,33937,296701.1612415374
5,1.5,4014,69514,764600.0036310109
7,1.0,5605,82988,1021680.8431608854
6,3.5,2359,13960,528767.7909925277
4,4.5,5537,49602,961517.9159513166
4,1.0,3080,20564,557110.3876162089
6,5.0,1937,75533,567344.7814302421
3,2.0,714,57510,185108.89483556733
5,2.0,4557,15091,815820.7711122966
1,2.5,1168,72335,252135.8429559844
8,1.0,2153,40519,422865.29183973727
2,5.0,3289,13710,723998.388559535
4,2.0,5190,73564,892626.6512326958
2,2.5,3940,69977,767206.9791711996
1,1.0,3588,74975,538774.8155594382
7,2.5,3751,67614,750447.8057866835
2,1.0,4127,17988,801981.631721813
1,3.0,3615,45754,602925.9645825154
8,3.0,1421,33074,441667.09002527694
6,4.0,4174,31198,805598.7190324297
3,4.5,4387,86045,908687.1361277817
8,2.5,2208,35180,508522.1446842371
4,4.0,1159,58068,286592.8044847719
1,2.5,5737,26560,1175660.1133149804
2,2.0,4663,52674,898597.7319950025
4,3.5,5035,75152,854231.2126326509
3,2.5,1211,48938,254831.52920929523
6,2.0,2763,45391,592336.5479474064
7,5.0,2481,38731,614227.4389567395
4,3.0,4769,94698,876099.6666210307
7,4.0,4463,35236,809202.7130643015
1,3.5,4308,47133,684499.229618724
3,3.0,2309,86915,536414.5816944962
2,4.0,2361,14340,426643.9608749403
3,3.5,2292,80291,440522.95542335534
3,1.5,1845,58731,360667.65367229714
5,2.0,725,67428,183820.99441743986
3,1.5,5352,62822,1096160.7582507825
3,2.0,1799,51866,333532.5297582191
8,1.0,3311,95441,676068.2900325212
4,4.5,4046,93795,931300.06447791
2,3.5,1590,51813,334192.4598877333
8,1.5,3665,76042,701831.2232228694
8,4.5,5554,84135,1200000.0
4,3.5,2121,97310,554114.0601785913
4,4.0,5328,18715,826096.9033476029
1,1.0,3098,97533,595397.825905319
4,4.0,3165,65902,585929.2391263928
5,2.0,5390,24783,1038286.0437629526
5,4.5,3197,99012,595309.1061475314
8,3.5,5624,77933,1116638.280781423
7,2.5,715,50680,221695.76351040512
1,4.5,1631,69179,323498.3656053157
7,5.0,1841,49970,470082.7898866296
7,1.5,2342,83236,475370.83675330266
8,3.5,4238,14718,874272.6804117723
6,3.0,4999,37111,930483.5422114043
8,3.0,4690,48718,972438.6853918713
2,2.0,2575,85769,502127.6266973989
2,4.5,4783,89707,856267.9401875585
4,4.5,5729,20726,1200000.0
4,3.0,5003,27139,823471.2288692787
6,4.5,5497,75681,880721.337622031
4,4.5,763,54782,264177.9425582912
2,2.0,3910,29958,745114.621147985
7,1.5,3988,31307,841516.1211390311
8,5.0,1595,79134,437036.5439591766
3,1.5,5790,23583,957915.5249732876
5,5.0,5894,27013,1088773.218558
3,2.5,2477,57984,463652.8887616641
3,1.5,2423,54874,487269.35985792597
2,1.0,5506,50197,867474.8881420918
3,2.5,2895,19096,562954.4954641052
8,5.0,3864,81091,718344.6035869682
6,5.0,1948,83533,466274.048876805
1,2.5,2403,86345,433219.76900122146
4,5.0,2851,35618,623893.8922775268
1,3.5,3500,19868,639813.7644437877
7,1.0,2193,31882,475718.3285645846
8,3.5,1032,30639,304193.4696569894
8,5.0,5847,46963,1173728.8375900646
5,1.5,4417,70464,711916.1684177412
8,3.5,5517,39470,1158165.39841944
4,1.5,1670,80714,383155.32878613437
8,2.5,5200,73670,1043596.8464713064
3,4.5,714,86434,201417.1795386071
5,4.0,2039,81102,477848.5746529455
4,5.0,2390,30353,569928.0688317773
6,4.0,1594,48188,372584.0771612034
6,1.0,4918,43375,984834.4101768365
6,1.5,5331,81210,873303.8252285403
6,3.5,5367,32272,850641.9217311512
3,4.0,1557,31716,322854.7796522718
8,2.0,5628,99276,1200000.0
1,5.0,695,98706,182525.66041165614
4,4.0,2754,45162,587448.3301663465
3,3.5,1231,86587,306445.7486264028
6,3.5,4284,83606,778781.2330902874
7,1.0,2301,39472,516137.5721566139
8,3.0,1297,68504,408917.06398888247
1,2.0,631,65441,158903.32399708615
7,4.0,5898,71401,1200000.0
5,2.0,5474,68835,926972.0515211738
7,3.0,5611,66936,972904.6381982181
5,4.0,1148,96518,284347.56550454657
5,2.0,2848,41518,602715.1363432268
6,1.5,2493,94935,534134.3333853496
5,3.5,3434,64462,815030.0117257637
2,4.5,2303,37313,607265.979813092
4,2.5,1756,26110,487551.5951632278
4,5.0,943,44816,266190.3412585236
6,4.5,5895,71549,1200000.0
2,4.0,4672,97889,914761.1085346586
7,4.0,4062,38530,851011.5902256449
3,2.0,2848,10893,430857.45150217775
7,3.5,1544,36885,452021.71404777694
8,3.0,5621,54560,1200000.0
3,1.0,4480,23613,907335.1314365538
5,2.0,2650,89852,525554.4777556681
1,1.0,3885,16087,738559.6851409525
3,2.5,3455,45701,531352.2293142821
1,2.0,1930,28665,342345.9677276042
4,2.5,2603,39622,565194.8138680065
1,5.0,4215,92403,839104.2331057558
4,2.0,2387,51989,597300.0732357864
2,3.5,2846,54741,586856.7765913841
2,3.5,4272,88700,893245.2460615949
6,4.0,2755,30163,716350.3990617576
6,5.0,4079,81637,796624.3967169217
5,4.0,3620,69175,800661.8966474155
3,1.0,651,43546,171287.78161622744
5,4.5,2759,13475,690037.3326456832
4,3.0,4990,80259,847712.2112123759
5,5.0,4251,24890,775990.2397636446
1,3.0,4515,33270,867001.0438633892
4,3.0,2712,16713,523584.10087867634
6,1.5,3221,84137,636364.6417836306
2,2.0,5160,75317,1066357.0715645384
6,5.0,5329,75117,1120229.574477556
3,4.0,1954,92979,449369.00385802466
4,1.0,4354,72594,800750.1469174399
4,2.0,809,93520,203550.91536422638
1,1.5,837,88271,170698.4736225327
3,1.0,935,94153,213350.20313137255
2,5.0,4438,66505,820710.270216909
7,4.5,2176,52257,544973.0933068498
4,3.0,1099,89510,261998.39258379102
4,1.5,2164,56492,367039.9189714391
1,1.0,1390,86159,284945.66308029013
5,4.0,4140,25395,1044170.6238375847
8,1.5,3722,82005,751671.9561234628
2,1.0,1735,35040,308420.90281318006
6,1.5,4544,78702,911121.3290534001
3,4.0,2948,31637,646079.5536709938
4,4.0,4924,77745,1062935.036722849
4,3.5,749,18747,244691.71150777725
6,3.0,3806,30250,724967.5400589668
2,2.0,4128,87737,759767.5099249822
8,2.0,2224,64040,473558.97577175236
5,5.0,3174,41305,706470.9947210156
4,2.5,5028,75318,1003189.4315468936
8,5.0,4869,74237,938374.6504261025
2,2.5,3884,93110,924234.4962739798
6,1.5,2708,62362,614217.36952885
1,2.5,4547,20096,830224.5151810994
5,3.5,5780,85764,1070098.2025354716
3,3.5,5514,19218,1200000.0
4,3.0,2863,94338,678416.3351481152
2,1.0,2212,57381,423302.905494317
1,2.0,4415,94483,760466.9590484487
3,3.0,5319,29335,936690.0943188831
7,3.5,1177,56861,420885.3455841328
2,1.0,1022,39907,241106.8147865848
2,5.0,3363,92189,705933.4391204519
3,2.0,1829,49387,351263.1655043701
1,2.0,3776,97567,695209.5514649347
7,1.5,1353,84655,339821.0907038596
8,4.5,5442,67407,1083639.2782058958
8,2.0,1287,75262,349581.179220585
6,3.5,1322,14555,390020.8939946704
1,1.5,1346,56095,254167.53000308035
5,4.0,4937,74051,1043442.3390738693
4,2.5,3312,11042,572889.3934834814
3,5.0,1307,14188,296145.11527636007
6,5.0,1034,88596,313408.22367235075
7,4.0,5476,68153,1071096.7283107562
3,4.5,1083,20233,316643.1090349028
3,2.0,4118,13088,725098.0944122185
1,3.0,2133,11646,405639.56139859365
4,1.5,769,23127,231769.08253604575
5,4.0,1620,42615,339117.3049722657
8,4.5,5564,76023,1200000.0
2,5.0,1447,25453,373765.5112489012
2,4.0,1295,62233,369101.43456678663
3,4.5,3946,44515,764555.4718200068
8,5.0,4613,68092,956713.0454664995
8,3.5,631,92447,201255.346519815
4,1.5,776,75000,173840.19411702664
7,1.5,3564,93087,589211.8624703365
7,2.5,2712,71993,513984.0679583041
6,5.0,4486,63762,1084117.2021624027
1,4.0,2102,91814,469419.3224927066
4,1.5,2915,96392,570559.8367115224
4,4.5,3244,87467,563052.1052613322
1,4.0,665,32188,175814.9695788674
8,5.0,4828,76019,883853.7933132481
7,4.5,2528,10451,656709.0169681138
7,2.0,5611,14069,1191357.7655285993
8,1.0,1184,74274,324346.982569295
7,1.5,5844,23386,1200000.0
3,1.5,2348,17207,471854.2463508614
4,2.5,2804,48439,645919.1074352764
2,3.5,4230,62285,621804.8008203774
1,2.5,2492,28157,385369.7082130874
7,5.0,3029,97542,839988.3370572288
6,2.5,3693,84726,780431.750419324
7,3.5,1573,93985,442637.3889053962
7,3.5,4624,51357,786424.9092780194
5,1.0,3242,24929,664095.2772158636
3,4.5,2042,58747,472290.8034468952
1,2.0,4929,17913,1009272.5134175295
5,3.5,2077,85531,523200.3268527738
5,2.0,1370,36727,288335.39321302716
6,1.5,905,11946,203880.08449334415
4,3.0,601,71061,142460.43066793296
6,1.0,870,76930,196289.1083952494
4,5.0,5116,71472,859088.8345367876
4,4.0,3814,77957,710100.5698774646
1,2.0,1463,95839,263956.4311824882
7,2.5,5705,29467,1108829.7824338037
1,3.5,3339,34504,709130.6134444511
